1386	1	ET
1387	1	PAR
1388	1	SA
1389	5	CONVERSATIONQU
1390	2	ELLES
1391	2	SERAIENT
1392	2	RESTEES
1393	1	LA
1394	2	JUSQU
1395	1	A
1396	1	LA
1397	1	FIN
1398	1	DU
1399	2	MONDE
1400	2	QUELQUES
1401	1	JOURS
1402	1	PLUS
1403	1	TARD
1404	1	LA
1405	3	DUCHESSE
1406	3	RENCONTRANT
1407	4	BAUDELAIRE
1408	1	DANS
1409	3	LESALON
1410	0	D
1411	2	UNE
1412	2	VIEILLE
1413	3	PARENTE
1414	1	A
1415	2	ELLE
1416	1	LUI
1417	3	DEMANDA
1418	1	SI
1419	2	ELLE
1420	0	N
1421	2	AURAIT
1422	1	PASL
1423	3	OCCASION
1424	1	DE
1425	2	MANGER
1426	3	ENCORE
1427	1	DES
1428	2	POMMES
1429	1	DE
1430	2	TERRE
1431	2	FRITES
1432	1	NON
1433	3	MADAME
1434	3	REPONDIT
1435	3	FINEMENT
1436	1	LE
1437	2	POETE
1438	1	CAR
1439	2	ELLES
1440	1	SONT
1441	1	EN
1442	2	EFFET
1443	1	TRES
1444	2	BONNES
1445	1	MAIS
1446	3	SEULEMENT
1447	1	LA
1448	3	PREMIERE
1449	1	FOIS
1450	1	QU
1451	1	ON
1452	1	EN
1453	2	MANGE
1454	2	CETTE
1455	3	PETITE
1456	4	ANECDOTE
1457	3	RACONTEE
1458	1	PAR
1459	1	LES
1460	3	HISTORIENS
1461	1	DU
1462	2	POETE
1463	1	EST
